,player_id,fifa_version,overall,potential,age,preferred_foot,weak_foot,skill_moves,international_reputation,pace,shooting,passing,dribbling,defending,physic,main_position
111732,209331,18.0,83,86,25,Left,2,4,3,93.0,73.0,74.0,87.0,45.0,66.0,FW
56489,233064,21.0,80,87,21,Right,4,3,1,74.0,77.0,79.0,80.0,48.0,61.0,MD
60176,206085,21.0,71,73,25,Right,3,3,1,80.0,68.0,66.0,75.0,33.0,55.0,FW
121377,223479,18.0,66,66,30,Right,4,2,1,63.0,44.0,57.0,60.0,65.0,70.0,DF
56187,231677,21.0,85,91,22,Right,4,5,2,91.0,83.0,78.0,86.0,45.0,78.0,MD
131944,156650,17.0,74,74,30,Right,3,3,2,75.0,74.0,71.0,76.0,50.0,70.0,MD
148379,170770,16.0,76,76,29,Left,2,3,2,81.0,53.0,72.0,74.0,76.0,81.0,DF
1131,241585,24.0,76,81,25,Left,2,2,1,72.0,31.0,50.0,55.0,77.0,85.0,DF
22711,248698,23.0,70,80,23,Right,2,2,1,71.0,32.0,51.0,52.0,71.0,72.0,DF
52838,261224,22.0,59,81,18,Left,3,2,1,60.0,37.0,46.0,60.0,56.0,55.0,DF
139076,224494,17.0,65,81,18,Left,2,3,1,91.0,42.0,54.0,67.0,58.0,67.0,DF
128282,229880,18.0,55,71,19,Right,3,3,1,73.0,48.0,50.0,60.0,28.0,46.0,MD
37614,212419,22.0,78,80,28,Left,2,3,2,72.0,44.0,67.0,66.0,78.0,81.0,DF
57036,231633,21.0,77,84,23,Right,3,2,2,65.0,36.0,52.0,55.0,79.0,80.0,DF
18754,229880,23.0,80,83,24,Right,2,3,2,82.0,50.0,66.0,75.0,78.0,73.0,DF
27383,230031,23.0,66,67,26,Right,4,3,1,69.0,57.0,62.0,70.0,29.0,52.0,MD
96902,224189,19.0,72,76,25,Left,2,3,1,71.0,50.0,69.0,64.0,72.0,73.0,DF
133560,206534,17.0,71,78,22,Left,3,2,1,75.0,69.0,60.0,70.0,34.0,62.0,FW
124740,215301,18.0,62,70,21,Right,2,2,1,47.0,30.0,41.0,37.0,62.0,60.0,DF
44012,190471,22.0,68,68,35,Right,5,3,1,71.0,67.0,66.0,71.0,34.0,53.0,FW
130226,184134,17.0,79,79,28,Right,2,2,2,67.0,61.0,68.0,67.0,79.0,83.0,MD
67024,240773,21.0,64,74,21,Left,2,2,1,75.0,43.0,52.0,59.0,58.0,62.0,DF
92379,238221,20.0,55,68,20,Left,3,2,1,45.0,28.0,31.0,33.0,55.0,58.0,DF
23327,210644,23.0,70,70,27,Right,3,3,1,72.0,68.0,68.0,71.0,42.0,65.0,MD
57508,188253,21.0,76,76,29,Right,4,3,2,57.0,60.0,74.0,73.0,75.0,66.0,MD
133670,204355,17.0,71,75,24,Left,2,2,1,68.0,40.0,61.0,67.0,72.0,71.0,DF
65952,235442,21.0,65,72,22,Right,2,2,1,70.0,25.0,34.0,42.0,68.0,68.0,DF
1818,241436,24.0,74,82,23,Left,3,2,1,83.0,44.0,62.0,66.0,73.0,86.0,DF
69066,241842,21.0,62,78,20,Right,4,2,1,71.0,32.0,50.0,60.0,58.0,55.0,DF
57714,224294,21.0,75,80,23,Right,4,3,1,69.0,63.0,76.0,77.0,66.0,68.0,MD
141108,221479,17.0,63,79,19,Right,3,2,1,81.0,61.0,47.0,65.0,30.0,59.0,FW
63476,241651,21.0,67,78,22,Right,3,3,1,69.0,64.0,60.0,69.0,24.0,64.0,MD
125480,213737,18.0,61,70,22,Right,3,2,1,79.0,59.0,46.0,59.0,21.0,59.0,FW
56873,210047,21.0,78,80,28,Right,4,2,2,61.0,69.0,71.0,69.0,79.0,76.0,DF
78097,186392,20.0,73,73,29,Right,3,3,1,58.0,52.0,66.0,66.0,76.0,71.0,DF
156801,203494,16.0,64,68,26,Left,2,2,1,64.0,38.0,62.0,53.0,64.0,63.0,DF
98538,236345,19.0,70,73,25,Right,3,3,1,68.0,68.0,68.0,69.0,47.0,65.0,MD
37838,203487,22.0,77,80,27,Right,3,2,2,58.0,35.0,51.0,56.0,77.0,79.0,DF
139759,234702,17.0,65,66,27,Right,2,2,1,64.0,64.0,42.0,59.0,30.0,71.0,FW
61954,203749,21.0,69,70,28,Left,3,2,1,56.0,31.0,47.0,50.0,68.0,76.0,DF
130459,189725,17.0,78,78,26,Right,3,3,2,70.0,69.0,77.0,78.0,55.0,64.0,MD
142693,234857,17.0,61,78,17,Left,3,3,1,67.0,52.0,59.0,71.0,39.0,57.0,MD
146025,234565,17.0,55,59,19,Right,2,3,1,66.0,51.0,51.0,59.0,26.0,55.0,FW
147487,146536,16.0,80,80,29,Right,3,3,3,89.0,70.0,75.0,83.0,28.0,50.0,MD
5253,264337,24.0,69,80,22,Right,3,3,1,70.0,69.0,55.0,67.0,33.0,71.0,FW
129914,187347,17.0,81,81,27,Right,3,2,2,87.0,61.0,75.0,73.0,78.0,75.0,DF
36966,179813,22.0,85,85,34,Right,4,3,4,66.0,86.0,70.0,76.0,51.0,79.0,FW
94793,225024,19.0,76,82,21,Right,3,3,1,70.0,42.0,63.0,65.0,76.0,73.0,DF
2406,240060,24.0,73,78,23,Right,3,3,1,81.0,42.0,62.0,73.0,69.0,74.0,DF
127763,239982,18.0,57,67,20,Right,2,2,1,56.0,34.0,43.0,56.0,57.0,55.0,DF
152421,191160,16.0,69,69,32,Left,3,2,1,55.0,32.0,41.0,44.0,70.0,71.0,DF
151261,192155,16.0,70,73,25,Right,3,3,1,83.0,52.0,64.0,72.0,71.0,70.0,DF
125969,230882,18.0,60,75,20,Left,2,2,1,54.0,33.0,35.0,40.0,63.0,61.0,DF
60345,186556,21.0,71,71,31,Right,4,4,1,77.0,67.0,67.0,74.0,48.0,71.0,MD
79,201535,24.0,85,85,30,Right,4,2,3,79.0,49.0,64.0,67.0,86.0,78.0,DF
56400,227796,21.0,81,87,21,Right,4,4,3,89.0,70.0,72.0,85.0,37.0,59.0,FW
40117,244376,22.0,72,77,24,Right,3,2,1,64.0,63.0,62.0,70.0,66.0,63.0,MD
18768,226162,23.0,80,82,25,Right,4,4,3,71.0,74.0,81.0,83.0,66.0,70.0,MD
156321,225921,16.0,64,80,19,Right,4,3,1,74.0,70.0,57.0,66.0,34.0,64.0,FW
74203,257187,21.0,53,69,18,Right,2,2,1,63.0,26.0,35.0,49.0,49.0,61.0,DF
37463,138412,22.0,79,79,35,Right,4,3,2,56.0,70.0,81.0,77.0,77.0,75.0,MD
153424,225100,16.0,67,81,18,Right,3,2,1,80.0,30.0,53.0,65.0,67.0,69.0,DF
60614,238460,21.0,70,84,20,Right,4,3,1,79.0,71.0,55.0,72.0,20.0,61.0,FW
94978,179746,19.0,76,76,28,Right,3,2,1,53.0,76.0,64.0,70.0,44.0,80.0,FW
58150,240740,21.0,74,86,19,Right,3,4,1,85.0,64.0,67.0,81.0,30.0,60.0,FW
6236,258171,24.0,68,80,20,Right,3,3,1,73.0,60.0,69.0,69.0,62.0,71.0,MD
126272,228397,18.0,60,68,20,Left,3,3,1,59.0,60.0,47.0,57.0,23.0,57.0,FW
108059,241456,19.0,60,73,20,Right,3,2,1,64.0,60.0,44.0,55.0,24.0,65.0,FW
102832,223115,19.0,66,67,26,Right,4,2,1,49.0,65.0,52.0,61.0,27.0,66.0,FW
38362,235883,22.0,75,84,21,Left,3,4,1,82.0,65.0,70.0,76.0,68.0,66.0,DF
94388,180826,19.0,78,78,31,Right,3,4,2,78.0,78.0,66.0,77.0,33.0,66.0,FW
1524,225539,24.0,75,78,25,Right,3,3,1,72.0,74.0,64.0,73.0,28.0,79.0,FW
113790,202940,18.0,74,77,25,Right,3,4,1,82.0,73.0,70.0,76.0,31.0,62.0,FW
111816,190456,18.0,82,84,26,Right,2,3,2,83.0,61.0,71.0,77.0,80.0,76.0,DF
118773,192155,18.0,68,69,27,Right,3,2,1,77.0,52.0,62.0,68.0,67.0,67.0,DF
93649,188377,19.0,84,84,28,Right,2,2,3,90.0,63.0,75.0,77.0,81.0,80.0,DF
138252,202808,17.0,66,73,23,Right,3,2,1,76.0,48.0,61.0,66.0,66.0,60.0,MD
64636,248603,21.0,66,76,19,Right,2,2,1,61.0,29.0,49.0,47.0,66.0,68.0,DF
37419,247204,22.0,79,84,22,Right,3,3,1,84.0,62.0,71.0,74.0,74.0,77.0,DF
166212,201999,15.0,71,80,21,Right,3,2,2,75.0,38.0,58.0,68.0,71.0,74.0,DF
133182,145047,17.0,72,72,35,Right,3,2,1,64.0,45.0,68.0,67.0,73.0,66.0,DF
17068,268605,24.0,55,72,19,Right,3,2,1,63.0,47.0,52.0,56.0,48.0,65.0,MD
112003,188253,18.0,80,83,26,Right,4,3,2,70.0,60.0,75.0,74.0,77.0,81.0,MD
153358,209786,16.0,68,68,29,Left,3,3,1,73.0,41.0,60.0,66.0,70.0,70.0,DF
116596,202475,18.0,70,76,24,Left,4,5,1,77.0,64.0,61.0,80.0,24.0,69.0,MD
18518,213648,23.0,83,85,26,Right,4,3,2,55.0,73.0,77.0,77.0,80.0,82.0,MD
171477,201491,15.0,64,69,25,Left,4,2,1,77.0,46.0,59.0,65.0,64.0,64.0,DF
131126,188271,17.0,76,76,27,Right,4,4,1,85.0,72.0,69.0,80.0,26.0,55.0,MD
91282,247723,20.0,58,68,20,Right,3,2,1,60.0,50.0,60.0,62.0,45.0,45.0,MD
155404,199917,16.0,65,74,21,Left,2,3,1,77.0,61.0,64.0,66.0,51.0,60.0,MD
76501,180283,20.0,76,76,30,Right,4,4,2,58.0,72.0,79.0,74.0,64.0,69.0,MD
165080,189725,15.0,74,78,24,Right,3,3,2,76.0,64.0,76.0,78.0,48.0,59.0,MD
119031,185072,18.0,68,68,28,Left,5,3,1,78.0,62.0,62.0,70.0,53.0,61.0,MD
63409,235735,21.0,67,84,19,Right,3,2,1,61.0,30.0,54.0,60.0,67.0,67.0,DF
147175,20289,16.0,85,85,32,Right,4,3,4,76.0,83.0,81.0,79.0,70.0,86.0,MD
129764,191740,17.0,82,83,26,Right,4,4,2,73.0,72.0,81.0,84.0,64.0,71.0,MD
159515,202423,16.0,61,64,26,Left,3,3,1,64.0,55.0,57.0,63.0,30.0,62.0,MD
102155,235619,19.0,66,85,19,Left,3,4,1,73.0,58.0,60.0,76.0,35.0,42.0,MD
99146,224265,19.0,69,79,21,Right,2,3,1,59.0,56.0,65.0,67.0,68.0,60.0,MD
56878,220523,21.0,78,80,25,Right,3,2,1,51.0,54.0,59.0,59.0,79.0,80.0,DF
18671,162347,23.0,81,81,35,Right,4,3,3,47.0,71.0,84.0,79.0,71.0,66.0,MD
130213,176731,17.0,79,79,30,Right,2,2,2,60.0,67.0,67.0,67.0,80.0,85.0,MD
80762,235619,20.0,69,79,20,Left,3,4,1,75.0,52.0,62.0,81.0,34.0,44.0,MD
148863,203747,16.0,74,84,20,Right,3,3,1,91.0,51.0,65.0,74.0,72.0,66.0,DF
102836,230866,19.0,66,67,27,Right,2,3,1,76.0,43.0,62.0,74.0,48.0,47.0,MD
75429,213661,20.0,80,87,23,Right,3,2,2,68.0,31.0,63.0,68.0,82.0,72.0,DF
94537,190531,19.0,77,79,27,Left,4,2,2,63.0,42.0,55.0,50.0,77.0,82.0,DF
120649,227150,18.0,66,72,23,Right,3,2,1,53.0,64.0,65.0,65.0,60.0,66.0,MD
164276,192086,15.0,78,82,23,Right,3,3,2,85.0,77.0,72.0,75.0,44.0,64.0,FW
101139,224494,19.0,67,77,20,Left,2,3,1,91.0,39.0,58.0,70.0,60.0,67.0,DF
57310,220196,21.0,76,83,22,Left,4,4,1,73.0,70.0,74.0,79.0,48.0,64.0,MD
144237,234247,17.0,59,68,18,Left,2,2,1,83.0,36.0,44.0,53.0,54.0,66.0,DF
58041,201884,21.0,75,75,28,Left,3,4,1,71.0,71.0,75.0,76.0,66.0,62.0,MD
119062,189186,18.0,68,68,27,Right,4,3,1,61.0,57.0,68.0,71.0,44.0,61.0,MD
12874,261621,24.0,62,81,19,Left,3,2,1,70.0,32.0,48.0,58.0,59.0,71.0,DF
12894,253452,24.0,62,79,20,Right,3,3,1,66.0,57.0,64.0,65.0,57.0,61.0,MD
129786,163419,17.0,82,82,33,Right,4,3,3,75.0,53.0,66.0,74.0,83.0,80.0,DF
149571,190637,16.0,73,74,27,Left,3,2,1,52.0,33.0,51.0,39.0,76.0,77.0,DF
169695,194927,15.0,66,70,25,Right,2,2,1,62.0,55.0,66.0,66.0,63.0,59.0,MD
152231,140975,16.0,69,69,37,Right,2,2,1,33.0,34.0,51.0,50.0,71.0,63.0,DF
179219,189285,15.0,52,58,23,Left,3,2,1,72.0,37.0,44.0,55.0,49.0,55.0,MD
19261,224221,23.0,77,80,26,Right,3,2,2,52.0,50.0,68.0,64.0,77.0,80.0,DF
149713,177766,16.0,73,73,27,Left,3,2,1,73.0,39.0,67.0,70.0,73.0,74.0,DF
135128,210985,17.0,69,78,21,Left,2,3,1,78.0,60.0,69.0,70.0,50.0,55.0,MD
18544,219693,23.0,83,83,29,Right,4,3,2,76.0,47.0,63.0,67.0,82.0,82.0,DF
147270,177358,16.0,82,85,25,Right,3,2,2,64.0,63.0,76.0,74.0,80.0,82.0,MD
57117,200855,21.0,77,78,27,Right,3,3,1,78.0,47.0,65.0,74.0,72.0,74.0,DF
2599,191076,24.0,73,73,32,Left,4,4,1,65.0,71.0,75.0,73.0,61.0,67.0,MD
164495,170770,15.0,77,77,28,Left,2,3,2,82.0,52.0,73.0,74.0,77.0,82.0,DF
109305,239673,19.0,58,68,19,Right,3,2,1,51.0,31.0,35.0,39.0,59.0,63.0,DF
2738,216627,24.0,73,73,30,Right,3,3,1,65.0,70.0,56.0,66.0,46.0,80.0,FW
138262,211294,17.0,66,73,23,Right,3,2,1,62.0,44.0,48.0,40.0,65.0,71.0,DF
57194,189615,21.0,77,77,30,Left,3,3,2,70.0,60.0,74.0,75.0,75.0,66.0,DF
147949,184716,16.0,77,80,25,Right,3,3,2,67.0,59.0,75.0,79.0,66.0,63.0,MD
39388,229348,22.0,73,80,23,Left,3,3,1,87.0,42.0,57.0,72.0,68.0,70.0,DF
165694,171732,15.0,73,73,29,Right,3,4,1,75.0,74.0,63.0,80.0,27.0,58.0,FW
94078,212150,19.0,79,83,22,Right,4,4,2,67.0,59.0,79.0,84.0,65.0,66.0,MD
21294,236524,23.0,72,82,23,Right,3,2,1,78.0,34.0,60.0,63.0,70.0,77.0,DF
166012,50620,15.0,72,72,33,Right,2,2,2,54.0,27.0,54.0,41.0,76.0,75.0,DF
170973,169638,15.0,65,65,27,Left,4,2,1,81.0,46.0,64.0,66.0,65.0,65.0,DF
148001,8517,16.0,77,77,34,Right,3,2,2,57.0,65.0,71.0,72.0,78.0,76.0,MD
133851,50816,17.0,71,71,34,Right,3,2,2,59.0,62.0,71.0,67.0,71.0,68.0,DF
2391,231445,24.0,73,78,24,Left,3,3,1,75.0,71.0,72.0,74.0,64.0,74.0,MD
95870,145047,19.0,74,74,37,Right,3,3,1,55.0,45.0,71.0,72.0,77.0,64.0,DF
150670,180635,16.0,71,72,27,Right,3,2,1,48.0,37.0,51.0,57.0,72.0,76.0,DF
35585,264805,23.0,55,72,18,Right,3,2,1,75.0,50.0,50.0,52.0,49.0,48.0,DF
137282,215374,17.0,67,72,24,Right,3,2,1,90.0,60.0,51.0,68.0,26.0,58.0,FW
124316,193613,18.0,63,63,29,Left,3,2,1,32.0,63.0,40.0,52.0,32.0,85.0,FW
94518,193158,19.0,77,80,26,Right,3,3,2,63.0,72.0,73.0,75.0,67.0,74.0,MD
159495,229773,16.0,61,65,21,Right,3,2,1,69.0,32.0,44.0,56.0,64.0,66.0,DF
144764,235492,17.0,58,66,20,Right,4,3,1,66.0,51.0,58.0,62.0,37.0,44.0,MD
64378,223085,21.0,67,67,27,Right,3,3,1,68.0,62.0,66.0,68.0,59.0,68.0,MD
88724,252247,20.0,62,68,22,Right,3,2,1,74.0,63.0,38.0,60.0,25.0,53.0,FW
56259,204838,21.0,84,84,29,Right,4,3,3,78.0,82.0,76.0,82.0,49.0,83.0,FW
19197,256958,23.0,77,87,22,Left,3,3,1,75.0,71.0,77.0,77.0,40.0,52.0,MD
129926,202556,17.0,80,87,22,Right,2,4,3,90.0,77.0,72.0,84.0,30.0,76.0,MD
168887,189446,15.0,67,70,24,Right,3,4,1,84.0,62.0,63.0,69.0,34.0,57.0,MD
93773,165229,19.0,82,82,32,Right,3,2,3,65.0,41.0,62.0,64.0,82.0,75.0,DF
172384,224368,15.0,63,70,19,Right,2,2,1,68.0,55.0,59.0,71.0,36.0,60.0,MD
167517,187528,15.0,69,70,27,Right,3,2,1,75.0,60.0,71.0,73.0,66.0,68.0,DF
129728,211300,17.0,82,90,20,Right,4,4,3,91.0,79.0,70.0,87.0,42.0,76.0,MD
132057,188763,17.0,74,74,28,Right,3,3,1,68.0,52.0,62.0,64.0,73.0,78.0,MD
113450,160593,18.0,75,75,36,Right,3,3,1,71.0,71.0,77.0,75.0,69.0,64.0,DF
40788,252235,22.0,71,80,22,Right,3,2,1,62.0,34.0,59.0,58.0,73.0,74.0,MD
2491,224656,24.0,73,75,26,Right,4,3,1,81.0,60.0,66.0,73.0,67.0,74.0,DF
131554,187533,17.0,75,75,27,Left,4,3,1,81.0,70.0,72.0,75.0,35.0,61.0,MD
130749,193714,17.0,77,77,28,Left,3,2,2,54.0,40.0,61.0,54.0,76.0,78.0,DF
111885,220793,18.0,81,88,21,Right,3,2,2,71.0,47.0,50.0,59.0,81.0,83.0,DF
701,253150,24.0,78,82,24,Right,3,5,1,79.0,71.0,79.0,80.0,38.0,58.0,MD
164421,177519,15.0,77,80,27,Right,4,2,2,66.0,40.0,62.0,66.0,78.0,71.0,DF
77343,205346,20.0,74,76,26,Right,3,3,1,92.0,51.0,66.0,73.0,69.0,69.0,DF
153410,225142,16.0,68,68,29,Right,3,2,1,73.0,68.0,48.0,68.0,23.0,58.0,FW
3283,199027,24.0,72,72,29,Left,3,2,1,69.0,41.0,60.0,61.0,72.0,74.0,DF
168672,193011,15.0,67,74,23,Right,3,2,1,66.0,29.0,48.0,56.0,68.0,71.0,DF
90604,245076,20.0,59,73,20,Right,2,2,1,58.0,23.0,36.0,43.0,61.0,58.0,DF
108036,244424,19.0,60,74,19,Left,3,2,1,56.0,43.0,54.0,55.0,56.0,55.0,MD
93824,216267,19.0,81,86,24,Left,2,3,1,84.0,59.0,72.0,77.0,77.0,73.0,DF
81933,208309,20.0,68,73,25,Right,3,2,1,72.0,47.0,59.0,63.0,68.0,73.0,MD
120599,201208,18.0,66,72,24,Right,2,2,1,63.0,44.0,49.0,48.0,63.0,75.0,DF
23203,194146,23.0,70,70,31,Right,2,2,1,51.0,35.0,50.0,56.0,70.0,69.0,DF
131412,122849,17.0,75,75,32,Right,4,3,2,77.0,73.0,62.0,74.0,35.0,74.0,FW
19828,234078,23.0,75,80,24,Right,3,3,2,64.0,54.0,71.0,82.0,70.0,72.0,MD
97642,192495,19.0,71,74,26,Right,3,3,1,71.0,64.0,69.0,72.0,41.0,61.0,MD
353,219693,24.0,81,81,30,Right,4,3,2,67.0,47.0,63.0,67.0,81.0,77.0,DF
57445,218066,21.0,76,77,27,Right,4,3,1,79.0,76.0,66.0,72.0,32.0,73.0,FW
167936,203593,15.0,68,74,25,Right,4,2,1,75.0,69.0,71.0,69.0,59.0,63.0,MD
167461,207785,15.0,69,72,26,Left,4,2,1,85.0,73.0,67.0,73.0,71.0,54.0,DF
168360,155041,15.0,68,68,30,Right,3,2,1,78.0,68.0,56.0,65.0,36.0,73.0,FW
148818,179613,16.0,75,75,27,Left,3,3,2,85.0,76.0,74.0,76.0,41.0,75.0,MD
135365,223458,17.0,69,73,23,Left,4,3,1,73.0,59.0,65.0,70.0,47.0,67.0,MD
19294,220633,23.0,77,78,26,Right,4,4,2,86.0,76.0,69.0,81.0,37.0,58.0,MD
57701,232099,21.0,75,81,24,Right,3,3,1,61.0,71.0,71.0,77.0,72.0,76.0,MD
103288,232250,19.0,65,79,21,Left,4,3,1,62.0,50.0,65.0,62.0,60.0,65.0,MD
96951,227862,19.0,72,75,25,Left,3,3,1,69.0,64.0,71.0,72.0,37.0,52.0,MD
148939,189303,16.0,74,79,23,Right,3,3,1,76.0,73.0,63.0,74.0,39.0,75.0,FW
156657,213293,16.0,64,70,22,Right,3,2,1,64.0,31.0,39.0,36.0,66.0,70.0,DF
94076,210455,19.0,79,83,24,Right,3,3,2,77.0,45.0,67.0,73.0,78.0,74.0,DF
147390,177388,16.0,81,81,28,Right,4,4,3,77.0,76.0,83.0,81.0,44.0,68.0,MD
4059,206086,24.0,71,71,27,Left,2,3,1,73.0,52.0,63.0,65.0,66.0,70.0,DF
2925,243606,24.0,72,80,22,Right,4,3,1,77.0,67.0,64.0,75.0,36.0,62.0,FW
147304,172871,16.0,82,82,28,Left,3,2,3,71.0,67.0,70.0,69.0,83.0,81.0,DF
171908,140210,15.0,64,64,30,Right,2,2,1,42.0,34.0,45.0,51.0,64.0,73.0,DF
108666,238058,19.0,59,73,20,Right,3,2,1,76.0,56.0,45.0,61.0,22.0,48.0,MD
70768,254120,21.0,60,82,18,Right,4,2,1,58.0,47.0,62.0,63.0,51.0,60.0,MD
167663,163415,15.0,69,69,28,Right,4,4,1,73.0,65.0,69.0,74.0,43.0,57.0,MD
156396,226029,16.0,64,75,20,Left,3,3,1,81.0,53.0,57.0,65.0,35.0,59.0,MD
92579,240767,20.0,54,72,19,Right,2,2,1,63.0,26.0,29.0,34.0,55.0,58.0,DF
38061,220196,22.0,76,82,23,Left,4,4,1,73.0,71.0,75.0,79.0,48.0,64.0,FW
142141,229653,17.0,62,72,22,Right,3,2,1,60.0,35.0,54.0,49.0,64.0,64.0,MD
133614,232145,17.0,71,77,24,Right,4,3,1,90.0,59.0,64.0,70.0,33.0,65.0,MD
178352,151135,15.0,55,58,27,Right,3,2,1,67.0,44.0,54.0,51.0,49.0,75.0,MD
95759,201417,19.0,74,77,26,Right,4,3,1,77.0,61.0,68.0,72.0,69.0,77.0,DF
164207,139997,15.0,79,79,32,Right,3,3,3,72.0,72.0,84.0,74.0,76.0,76.0,DF
148864,203864,16.0,74,84,22,Right,3,2,1,80.0,70.0,67.0,73.0,74.0,68.0,MD
173425,202808,15.0,62,68,21,Right,3,2,1,76.0,37.0,59.0,65.0,61.0,59.0,MD
115951,200113,18.0,71,72,26,Right,4,3,1,91.0,61.0,62.0,76.0,33.0,61.0,FW
149035,186556,16.0,74,76,26,Right,4,4,1,79.0,71.0,67.0,78.0,49.0,66.0,MD
58512,206411,21.0,74,74,30,Right,3,3,1,67.0,72.0,74.0,70.0,69.0,76.0,MD
117365,216371,18.0,69,80,23,Right,4,2,1,70.0,54.0,58.0,61.0,68.0,71.0,MD
59952,231391,21.0,71,80,23,Right,3,4,1,70.0,66.0,72.0,76.0,33.0,43.0,MD
133692,182837,17.0,71,74,25,Right,4,4,1,89.0,71.0,64.0,75.0,34.0,69.0,MD
167966,216335,15.0,68,74,24,Left,4,2,1,66.0,52.0,65.0,64.0,65.0,67.0,MD
149271,200643,16.0,74,74,31,Right,4,3,1,78.0,75.0,68.0,73.0,37.0,66.0,FW
6438,263804,24.0,68,75,23,Right,2,2,1,77.0,43.0,63.0,60.0,64.0,62.0,DF
786,207863,24.0,78,78,34,Right,3,2,3,52.0,44.0,56.0,58.0,78.0,81.0,DF
170740,194528,15.0,65,67,26,Right,3,2,1,72.0,50.0,69.0,73.0,36.0,53.0,MD
165515,199633,15.0,73,76,25,Right,3,2,1,73.0,58.0,65.0,69.0,71.0,73.0,DF
174871,203357,15.0,60,72,20,Left,3,2,1,63.0,27.0,51.0,58.0,61.0,59.0,DF
1225,228295,24.0,76,77,27,Right,3,2,1,53.0,34.0,61.0,65.0,78.0,73.0,DF
56143,202126,21.0,88,89,26,Right,4,3,3,68.0,91.0,80.0,80.0,47.0,83.0,FW
77280,212419,20.0,74,78,26,Left,3,3,1,69.0,44.0,63.0,65.0,73.0,78.0,DF
20328,242660,23.0,74,79,22,Right,3,2,1,73.0,34.0,59.0,66.0,75.0,69.0,DF
131058,168444,17.0,76,76,30,Right,3,3,2,79.0,75.0,71.0,75.0,35.0,80.0,FW
149747,188585,16.0,73,73,32,Right,3,3,1,65.0,70.0,70.0,72.0,63.0,70.0,MD
118124,200360,18.0,69,69,28,Right,3,2,1,76.0,67.0,51.0,65.0,28.0,71.0,FW
57787,216433,21.0,75,78,25,Right,4,4,1,75.0,75.0,70.0,75.0,32.0,68.0,FW
112937,179746,18.0,76,77,27,Right,3,2,1,58.0,77.0,64.0,70.0,43.0,83.0,FW
129618,192366,17.0,85,85,28,Right,3,2,3,72.0,56.0,56.0,53.0,85.0,82.0,DF
114297,217082,18.0,73,79,24,Right,3,2,1,57.0,30.0,44.0,46.0,71.0,79.0,DF
94684,189250,19.0,77,77,28,Right,4,3,2,68.0,75.0,55.0,69.0,34.0,78.0,FW
160621,211144,16.0,59,67,21,Left,3,3,1,79.0,48.0,51.0,65.0,25.0,54.0,MD
43365,241523,22.0,68,78,22,Right,3,2,1,74.0,69.0,44.0,64.0,39.0,68.0,FW
38757,207993,22.0,75,75,28,Left,2,3,2,75.0,62.0,68.0,71.0,71.0,86.0,DF
76853,183129,20.0,75,76,29,Left,2,2,2,52.0,52.0,53.0,54.0,76.0,73.0,DF
147609,188428,16.0,79,80,27,Right,3,4,2,91.0,79.0,68.0,79.0,39.0,71.0,FW
56278,207410,21.0,83,86,26,Right,4,4,3,75.0,69.0,83.0,88.0,69.0,70.0,MD
19159,208004,23.0,78,78,30,Right,4,2,2,64.0,49.0,67.0,70.0,79.0,76.0,DF
38486,215798,22.0,75,78,24,Left,4,3,2,86.0,75.0,70.0,74.0,67.0,77.0,DF
83077,244375,20.0,67,73,25,Left,2,2,1,66.0,49.0,61.0,50.0,64.0,59.0,MD
113307,205601,18.0,75,78,25,Left,3,3,1,91.0,67.0,70.0,79.0,35.0,50.0,MD
109649,230083,19.0,57,71,19,Right,3,2,1,71.0,58.0,38.0,55.0,18.0,50.0,FW
156767,227690,16.0,64,69,25,Right,3,3,1,77.0,59.0,63.0,66.0,53.0,45.0,MD
131368,192756,17.0,75,76,26,Right,3,2,1,70.0,63.0,74.0,71.0,71.0,66.0,MD
82774,235642,20.0,67,80,21,Right,3,2,1,66.0,57.0,59.0,64.0,66.0,80.0,MD
19508,220196,23.0,76,79,24,Left,3,4,1,69.0,71.0,75.0,79.0,48.0,62.0,FW
37608,226766,22.0,78,81,25,Right,4,4,1,90.0,65.0,71.0,85.0,33.0,50.0,FW
37490,192123,22.0,79,79,29,Right,3,2,1,64.0,79.0,60.0,70.0,40.0,81.0,FW
56852,212300,21.0,78,82,26,Left,2,2,1,62.0,37.0,64.0,63.0,79.0,82.0,DF
39910,229128,22.0,73,73,27,Right,4,3,1,78.0,70.0,69.0,72.0,46.0,55.0,FW
175654,209326,15.0,60,60,33,Right,2,2,1,60.0,41.0,54.0,50.0,66.0,66.0,MD
3057,212100,24.0,72,75,26,Left,3,3,1,80.0,46.0,63.0,73.0,69.0,67.0,DF
20103,206594,23.0,75,75,27,Left,2,3,1,73.0,67.0,74.0,77.0,67.0,62.0,DF
93785,181786,19.0,82,82,32,Right,3,3,3,58.0,51.0,67.0,66.0,81.0,83.0,DF
165394,193895,15.0,73,80,23,Right,4,2,1,79.0,71.0,69.0,75.0,43.0,65.0,FW
31704,247734,23.0,62,71,22,Right,3,2,1,73.0,28.0,54.0,46.0,64.0,62.0,MD
130290,188942,17.0,78,82,25,Right,3,2,2,66.0,66.0,67.0,72.0,78.0,89.0,MD
111313,241098,19.0,51,64,20,Right,3,2,1,54.0,50.0,35.0,46.0,30.0,60.0,FW
