,value_eur
94246,11500000.0
58727,4400000.0
37982,9500000.0
2136,3600000.0
164628,4700000.0
62406,1300000.0
18921,20000000.0
114033,3700000.0
21539,2500000.0
138926,625000.0
93561,18000000.0
131266,5500000.0
175182,210000.0
97953,2400000.0
37025,58500000.0
168036,1100000.0
18590,29500000.0
38393,10500000.0
174693,160000.0
136946,650000.0
144552,300000.0
58015,4800000.0
169379,525000.0
168471,950000.0
24859,1600000.0
171791,575000.0
142089,475000.0
79624,2400000.0
133717,1700000.0
133956,1700000.0
285,35000000.0
151009,2000000.0
57642,12500000.0
139085,950000.0
125247,500000.0
157042,300000.0
157309,675000.0
90047,325000.0
58633,6500000.0
123240,275000.0
132779,2800000.0
61742,2100000.0
73176,400000.0
161028,220000.0
173871,
28961,325000.0
173090,275000.0
123012,500000.0
135270,1400000.0
162088,140000.0
116035,1700000.0
128853,110000.0
95379,2700000.0
57220,10500000.0
58172,9500000.0
126719,300000.0
131887,575000.0
164340,7500000.0
103242,675000.0
53916,400000.0
153689,825000.0
149728,2900000.0
168678,500000.0
112050,8500000.0
4031,1800000.0
163994,10500000.0
51400,725000.0
166854,1900000.0
97470,3000000.0
94014,11500000.0
19747,12500000.0
114212,6000000.0
169422,500000.0
681,21000000.0
155707,650000.0
37474,14500000.0
94321,12000000.0
149197,3200000.0
177582,70000.0
116331,2000000.0
95518,5500000.0
28440,900000.0
57518,7500000.0
134620,1500000.0
44390,2400000.0
97940,2300000.0
130817,7500000.0
168443,800000.0
6228,2800000.0
167611,750000.0
20882,3500000.0
94556,10500000.0
37191,34500000.0
114561,450000.0
151168,1500000.0
39316,7500000.0
57356,11500000.0
18487,34500000.0
176195,150000.0
95703,6500000.0
157041,400000.0
174826,190000.0
165433,2400000.0
24363,1300000.0
733,13500000.0
57799,7500000.0
130185,7500000.0
114035,3200000.0
25400,1200000.0
76061,10500000.0
159711,375000.0
112181,15500000.0
20696,6500000.0
75843,11000000.0
130511,9500000.0
167942,700000.0
81198,1000000.0
166925,1600000.0
147163,47000000.0
177167,110000.0
164826,2900000.0
163886,26500000.0
169989,300000.0
41501,3600000.0
171396,625000.0
178874,40000.0
156444,725000.0
95726,6000000.0
167213,925000.0
167104,1500000.0
21653,1900000.0
45995,1200000.0
164431,5500000.0
16460,350000.0
173961,250000.0
136461,1000000.0
167116,1500000.0
178832,35000.0
130066,13000000.0
150851,1300000.0
93751,25000000.0
37569,20000000.0
1420,12500000.0
93696,17500000.0
129703,15000000.0
167371,900000.0
122586,775000.0
139093,925000.0
96315,4800000.0
164095,7500000.0
59167,5500000.0
157940,300000.0
94667,9500000.0
1249,2000000.0
39160,3500000.0
38612,3500000.0
133661,1700000.0
20573,3800000.0
164339,6500000.0
169451,675000.0
18633,34000000.0
93955,17500000.0
51532,725000.0
137189,975000.0
98348,2500000.0
71741,550000.0
65113,1100000.0
44250,1200000.0
76694,9500000.0
57953,4600000.0
124083,475000.0
94491,10500000.0
18723,40000000.0
18382,100500000.0
79784,3800000.0
57636,12000000.0
174956,160000.0
147875,10000000.0
51294,825000.0
129969,17000000.0
1392,7000000.0
75956,9000000.0
120708,850000.0
75346,26000000.0
84913,650000.0
93608,40500000.0
113849,6500000.0
57728,8500000.0
159591,170000.0
151579,1400000.0
8343,2100000.0
57179,10000000.0
128867,110000.0
63777,1500000.0
23,92000000.0
94233,14000000.0
159970,210000.0
119027,725000.0
112332,10500000.0
59590,2300000.0
45688,1900000.0
169585,675000.0
57677,10500000.0
22671,3800000.0
133741,2000000.0
24303,1200000.0
55080,275000.0
98776,1600000.0
140000,525000.0
164147,5500000.0
164283,7500000.0
96416,2300000.0
165276,2000000.0
76983,6500000.0
19266,14500000.0
70823,650000.0
42811,1600000.0
75185,35000000.0
121595,850000.0
25501,1000000.0
168393,775000.0
159672,160000.0
161004,300000.0
153215,875000.0
123512,450000.0
65715,1600000.0
154692,650000.0
57770,7500000.0
42174,1800000.0
18378,82500000.0
115081,3200000.0
2156,4200000.0
137551,825000.0
149444,3800000.0
94959,2200000.0
143466,300000.0
164179,9000000.0
79886,2600000.0
443,14500000.0
129822,21500000.0
38661,5500000.0
93864,15000000.0
151573,1200000.0
94167,12500000.0
151148,1500000.0
128696,90000.0
38518,6500000.0
123596,800000.0
164479,3600000.0
114496,3600000.0
111681,35500000.0
94295,10000000.0
56501,34000000.0
15795,500000.0
167767,1100000.0
147737,11000000.0
156567,625000.0
77150,9000000.0
130027,10500000.0
142711,450000.0
130960,4900000.0
130812,7500000.0
132891,2900000.0
112930,7500000.0
164576,4100000.0
2612,800000.0
52954,500000.0
139326,675000.0
163870,31500000.0
94307,9000000.0
94206,14000000.0
58605,6500000.0
111636,40500000.0
121882,700000.0
129622,41000000.0
166131,1800000.0
94838,8000000.0
128019,170000.0
162094,160000.0
169279,675000.0
31429,1000000.0
131122,5500000.0
37789,17000000.0
165686,2800000.0
164484,4200000.0
131588,3300000.0
20004,4800000.0
57836,5000000.0
68025,1000000.0
164031,11500000.0
19748,12000000.0
16273,525000.0
987,5000000.0
40004,4900000.0
56154,88500000.0
81385,1000000.0
172852,190000.0
20387,5500000.0
18455,61500000.0
159011,400000.0
144994,210000.0
54223,325000.0
785,7000000.0
122067,500000.0
134540,1700000.0
178147,80000.0
142519,250000.0
115808,2500000.0
20035,3800000.0
37847,14000000.0
114739,3800000.0
124013,400000.0
158985,210000.0
129665,24000000.0
130115,10500000.0
75557,12500000.0
49015,475000.0
69466,775000.0
86712,525000.0
168021,825000.0
174842,140000.0
152519,1400000.0
137216,850000.0
116183,1800000.0
84287,750000.0
157469,450000.0
147508,9000000.0
137193,975000.0
56517,24500000.0
56127,129000000.0
134207,2700000.0
122482,1000000.0
14545,625000.0
37997,11000000.0
136260,975000.0
65845,1600000.0
51338,825000.0
150299,1500000.0
75031,60000000.0
50401,950000.0
176231,120000.0
147742,11500000.0
56518,25000000.0
164093,4300000.0
165815,2700000.0
19677,6500000.0
91554,220000.0
115532,2700000.0
151048,1700000.0
56942,12500000.0
162437,100000.0
160992,275000.0
3002,3200000.0
56149,78000000.0
126364,300000.0
175505,130000.0
36963,9500000.0
166839,1500000.0
144503,250000.0
111623,44000000.0
46936,1500000.0
156422,725000.0
22820,3100000.0
144628,200000.0
37144,30000000.0
135175,1300000.0
7250,2300000.0
75295,23000000.0
147468,9000000.0
40091,3100000.0
169302,450000.0
161493,230000.0
62443,3000000.0
33837,700000.0
130963,6000000.0
164824,3700000.0
148455,5500000.0
164885,2800000.0
19930,6500000.0
76369,9000000.0
165293,3400000.0
124443,600000.0
13903,775000.0
127067,170000.0
27905,1800000.0
176405,130000.0
150388,2500000.0
87304,775000.0
141535,375000.0
76270,16500000.0
106422,625000.0
81489,975000.0
130934,6500000.0
178212,60000.0
64660,1900000.0
75313,21000000.0
149007,4000000.0
163999,9500000.0
126608,325000.0
135514,950000.0
93857,13500000.0
164657,4700000.0
131344,4800000.0
160823,210000.0
66989,1300000.0
151733,1600000.0
144363,170000.0
122781,575000.0
24592,2600000.0
111732,32500000.0
56489,43000000.0
60176,2400000.0
121377,475000.0
56187,86500000.0
131944,3000000.0
148379,3900000.0
1131,10000000.0
22711,3300000.0
52838,700000.0
139076,900000.0
128282,170000.0
37614,14000000.0
57036,19500000.0
18754,26500000.0
27383,1000000.0
96902,3300000.0
133560,2400000.0
124740,375000.0
44012,525000.0
130226,8000000.0
67024,1300000.0
92379,140000.0
23327,1700000.0
57508,6500000.0
133670,1800000.0
65952,1300000.0
1818,8500000.0
69066,1000000.0
57714,8500000.0
141108,700000.0
63476,2300000.0
125480,400000.0
56873,14000000.0
78097,3300000.0
156801,450000.0
98538,2200000.0
37838,12000000.0
139759,600000.0
61954,1300000.0
130459,8500000.0
142693,425000.0
146025,100000.0
147487,13000000.0
5253,3200000.0
129914,13500000.0
36966,26000000.0
94793,9000000.0
2406,4300000.0
127763,140000.0
152421,600000.0
151261,1400000.0
125969,425000.0
60345,1600000.0
79,44000000.0
56400,41500000.0
40117,3500000.0
18768,26500000.0
156321,900000.0
74203,230000.0
37463,7000000.0
153424,1200000.0
60614,3900000.0
94978,8000000.0
58150,10000000.0
6236,2900000.0
126272,300000.0
108059,400000.0
102832,775000.0
38362,12000000.0
94388,9500000.0
1524,7500000.0
113790,7000000.0
111816,22000000.0
118773,850000.0
93649,24500000.0
138252,750000.0
64636,1700000.0
37419,25000000.0
166212,1100000.0
133182,325000.0
17068,325000.0
112003,15500000.0
153358,625000.0
116596,2400000.0
18518,40500000.0
171477,500000.0
131126,5000000.0
91282,210000.0
155404,800000.0
76501,7000000.0
165080,3700000.0
119031,900000.0
63409,2500000.0
147175,25000000.0
129764,22500000.0
159515,275000.0
102155,1400000.0
99146,1500000.0
56878,15500000.0
18671,10500000.0
130213,7500000.0
80762,1700000.0
148863,4700000.0
102836,750000.0
75429,19000000.0
94537,8500000.0
120649,750000.0
164276,8000000.0
101139,1100000.0
57310,15000000.0
144237,170000.0
58041,5500000.0
119062,950000.0
12874,975000.0
12894,1000000.0
129786,8500000.0
149571,2700000.0
169695,650000.0
152231,
179219,50000.0
19261,12000000.0
149713,2300000.0
135128,1600000.0
18544,30500000.0
147270,21000000.0
57117,11000000.0
2599,2400000.0
164495,4600000.0
109305,170000.0
2738,3000000.0
138262,750000.0
57194,9000000.0
147949,8500000.0
39388,6000000.0
165694,2600000.0
94078,16000000.0
21294,4900000.0
166012,1100000.0
170973,475000.0
148001,2100000.0
133851,475000.0
2391,4600000.0
95870,275000.0
150670,1500000.0
35585,300000.0
137282,1000000.0
124316,375000.0
94518,11000000.0
159495,250000.0
144764,200000.0
64378,1100000.0
88724,425000.0
56259,42000000.0
19197,23500000.0
129926,20000000.0
168887,725000.0
93773,12500000.0
172384,250000.0
167517,900000.0
129728,29000000.0
132057,2700000.0
113450,775000.0
40788,4000000.0
2491,3500000.0
131554,4100000.0
130749,5500000.0
111885,21500000.0
701,20000000.0
164421,4900000.0
77343,6000000.0
153410,850000.0
3283,2000000.0
168672,575000.0
90604,325000.0
108036,450000.0
93824,20000000.0
81933,1100000.0
120599,750000.0
23203,1100000.0
131412,3300000.0
19828,8500000.0
97642,2900000.0
353,21000000.0
57445,9000000.0
167936,1200000.0
167461,975000.0
168360,925000.0
148818,4100000.0
135365,1300000.0
19294,12500000.0
57701,9000000.0
103288,1200000.0
96951,3900000.0
148939,4600000.0
156657,500000.0
94076,13500000.0
147390,16500000.0
4059,1800000.0
2925,5500000.0
147304,16000000.0
171908,375000.0
108666,350000.0
70768,775000.0
167663,950000.0
156396,725000.0
92579,140000.0
38061,12000000.0
142141,400000.0
133614,2200000.0
178352,100000.0
95759,5500000.0
164207,4500000.0
148864,5500000.0
173425,220000.0
115951,2800000.0
149035,4000000.0
58512,4100000.0
117365,1600000.0
59952,4200000.0
133692,2000000.0
167966,850000.0
149271,3000000.0
6438,2300000.0
786,4600000.0
170740,575000.0
165515,2400000.0
174871,160000.0
1225,7500000.0
56143,109000000.0
77280,6500000.0
20328,6000000.0
131058,5000000.0
149747,2200000.0
118124,1100000.0
57787,7500000.0
112937,9000000.0
129618,26000000.0
114297,4700000.0
94684,9000000.0
160621,230000.0
43365,2700000.0
38757,5000000.0
76853,6500000.0
147609,12000000.0
56278,47000000.0
19159,11500000.0
38486,7000000.0
83077,950000.0
113307,8500000.0
109649,220000.0
156767,550000.0
131368,3900000.0
82774,1400000.0
19508,10000000.0
37608,18500000.0
37490,17500000.0
56852,17500000.0
39910,3200000.0
175654,120000.0
3057,2800000.0
20103,5500000.0
93785,12500000.0
165394,2400000.0
31704,850000.0
130290,9000000.0
111313,70000.0
127587,210000.0
134524,1700000.0
56732,12500000.0
123990,400000.0
5589,1900000.0
148475,5500000.0
163846,40500000.0
53440,525000.0
129904,11500000.0
18727,31000000.0
150546,1800000.0
176216,130000.0
53446,500000.0
72474,450000.0
145857,140000.0
147155,43500000.0
111993,19500000.0
164044,8000000.0
50363,900000.0
147526,11000000.0
164729,2700000.0
61378,1600000.0
76887,6500000.0
93949,17500000.0
19762,12000000.0
13918,775000.0
94780,10500000.0
108143,275000.0
94394,7500000.0
151436,775000.0
173115,350000.0
135232,1400000.0
76277,11000000.0
62477,2800000.0
23628,3200000.0
53879,500000.0
62490,2800000.0
145370,220000.0
1214,7000000.0
120111,750000.0
27924,1700000.0
156109,400000.0
111632,56000000.0
150362,2400000.0
145921,120000.0
147489,9500000.0
148580,4200000.0
76379,8500000.0
150667,1400000.0
163912,14500000.0
148405,3800000.0
133603,2300000.0
150207,1600000.0
97497,3400000.0
78101,4000000.0
165290,4000000.0
102246,1100000.0
162412,140000.0
80186,1700000.0
46640,725000.0
131113,4300000.0
16689,350000.0
73243,325000.0
105085,300000.0
14808,500000.0
149807,3100000.0
138629,550000.0
1228,9000000.0
130224,10000000.0
112529,12500000.0
136350,1100000.0
3213,750000.0
37946,7000000.0
1411,12500000.0
133026,2100000.0
167318,1200000.0
41251,1700000.0
42140,1400000.0
153865,725000.0
120339,1300000.0
61488,1600000.0
162082,160000.0
2120,3600000.0
137326,925000.0
39313,7000000.0
114030,2300000.0
94784,9000000.0
63780,1300000.0
75162,25500000.0
38554,6000000.0
147255,24000000.0
164976,2600000.0
169076,550000.0
138785,450000.0
178084,70000.0
43393,2500000.0
113710,6500000.0
101083,1400000.0
134740,1200000.0
150561,2200000.0
162059,150000.0
170348,425000.0
2441,4100000.0
129885,4800000.0
178395,90000.0
165981,2700000.0
115979,2200000.0
112572,11500000.0
151272,1400000.0
168674,575000.0
64124,1000000.0
137585,675000.0
167890,825000.0
130867,6000000.0
169336,600000.0
77278,6500000.0
168517,575000.0
56551,9500000.0
18456,57000000.0
61374,1700000.0
70006,850000.0
142825,325000.0
112346,12500000.0
145023,210000.0
139794,350000.0
58211,7500000.0
148297,4200000.0
94018,14500000.0
131265,5500000.0
96764,3700000.0
155889,500000.0
109211,240000.0
38406,9000000.0
59168,5000000.0
96512,3200000.0
34876,425000.0
69963,1000000.0
75321,19500000.0
134633,1500000.0
167502,900000.0
175954,130000.0
150889,1600000.0
106378,600000.0
147258,27000000.0
77145,9500000.0
161552,170000.0
178423,80000.0
42388,3200000.0
75350,22000000.0
148067,7000000.0
135186,1200000.0
60771,2500000.0
64165,975000.0
179229,40000.0
158999,300000.0
148795,4300000.0
18810,15000000.0
76976,7000000.0
161199,170000.0
126807,250000.0
148140,7500000.0
130450,7000000.0
297,33000000.0
112587,11000000.0
118231,875000.0
170388,550000.0
124506,650000.0
32455,800000.0
65611,400000.0
27407,900000.0
35413,325000.0
134256,1900000.0
165572,1700000.0
164153,9500000.0
147459,12500000.0
85085,925000.0
124446,575000.0
100043,1800000.0
39047,4800000.0
97220,2500000.0
94802,8500000.0
112025,17500000.0
37248,26000000.0
179488,40000.0
147913,8000000.0
4694,2000000.0
26042,1300000.0
67582,550000.0
139078,1100000.0
18539,35500000.0
38728,3600000.0
147920,8500000.0
148139,7500000.0
75518,12500000.0
93519,64500000.0
142021,550000.0
18451,63500000.0
116695,1900000.0
35881,275000.0
134882,1100000.0
7797,1100000.0
39090,4000000.0
115211,2900000.0
38098,10500000.0
76911,2300000.0
122454,975000.0
175215,210000.0
81940,1200000.0
94419,11000000.0
105573,600000.0
173142,240000.0
139077,950000.0
121071,425000.0
80090,2300000.0
24402,1200000.0
117655,1400000.0
66992,1300000.0
40330,1500000.0
133656,1700000.0
59587,1900000.0
123996,500000.0
159020,425000.0
147886,8500000.0
77480,4600000.0
99073,2200000.0
165491,2300000.0
172986,250000.0
140098,825000.0
130520,10000000.0
150798,1100000.0
130593,6000000.0
129582,46500000.0
37641,4300000.0
47939,1900000.0
44920,1200000.0
98327,2500000.0
38227,6500000.0
155696,650000.0
117,7500000.0
147937,9000000.0
5213,3200000.0
58541,3500000.0
94223,12500000.0
150070,1800000.0
79111,3600000.0
36972,39000000.0
147124,70000.0
112575,9500000.0
88364,575000.0
56771,15000000.0
67527,625000.0
100139,1400000.0
103322,900000.0
41013,2400000.0
173635,300000.0
143580,275000.0
133836,1900000.0
128956,80000.0
41344,1500000.0
145865,150000.0
151205,1500000.0
94099,15000000.0
2651,2100000.0
148403,3900000.0
130321,10000000.0
119199,875000.0
172540,300000.0
680,20000000.0
119260,600000.0
112423,8500000.0
169975,425000.0
155208,650000.0
18859,32500000.0
128034,160000.0
79308,2600000.0
164712,5500000.0
112511,14000000.0
137964,575000.0
3233,1500000.0
70,49500000.0
22369,1200000.0
121731,650000.0
59233,5000000.0
63426,2400000.0
147441,14500000.0
58960,2600000.0
152061,1000000.0
153,42000000.0
75386,10500000.0
135474,1000000.0
86112,975000.0
76740,8000000.0
85745,625000.0
112258,9500000.0
128289,150000.0
41,99000000.0
116627,2100000.0
31656,875000.0
53399,550000.0
61521,3200000.0
164055,10500000.0
75595,17500000.0
96333,4800000.0
22981,2100000.0
96036,4100000.0
76486,6000000.0
21251,2900000.0
75670,13000000.0
76703,9500000.0
84880,525000.0
177031,120000.0
18966,15000000.0
112279,13000000.0
37930,10500000.0
173417,275000.0
75635,15000000.0
99117,1700000.0
20535,3600000.0
157376,500000.0
149555,2800000.0
103255,1100000.0
168700,825000.0
149650,3000000.0
75086,46000000.0
39549,3100000.0
177784,60000.0
19517,9000000.0
37415,24500000.0
94668,9000000.0
176711,120000.0
165862,2800000.0
19778,12000000.0
22134,2500000.0
147213,28500000.0
103880,650000.0
39838,3300000.0
40705,2300000.0
114110,6000000.0
79056,3300000.0
147971,7000000.0
37282,33500000.0
149631,2000000.0
80204,1800000.0
164326,7500000.0
148410,4500000.0
117106,1400000.0
149679,2900000.0
80266,550000.0
133013,2600000.0
154356,875000.0
18772,26500000.0
124640,425000.0
151278,1700000.0
82739,1600000.0
94313,9500000.0
59193,5000000.0
168593,600000.0
37146,26500000.0
169788,700000.0
133898,1200000.0
130065,15500000.0
154738,775000.0
119894,600000.0
112549,12000000.0
157570,400000.0
21665,1600000.0
167422,1000000.0
166881,1500000.0
162655,130000.0
169539,750000.0
101372,875000.0
92273,160000.0
60753,3200000.0
127982,190000.0
96507,4000000.0
33169,600000.0
108011,450000.0
38522,6000000.0
174273,190000.0
130498,9500000.0
44969,1100000.0
22725,3600000.0
616,17500000.0
37407,26500000.0
148491,4800000.0
112846,9000000.0
20253,9500000.0
75191,30500000.0
158398,425000.0
130333,8000000.0
112333,10500000.0
175957,130000.0
173549,300000.0
130100,14000000.0
162134,110000.0
81243,1200000.0
160526,220000.0
33853,550000.0
96432,2600000.0
165764,2100000.0
102153,1400000.0
161652,130000.0
147830,6500000.0
35238,375000.0
57768,6500000.0
74136,275000.0
1487,8500000.0
114066,5500000.0
23303,1400000.0
34851,500000.0
22660,3500000.0
153715,825000.0
126633,300000.0
95696,6500000.0
62517,2500000.0
111776,21000000.0
23912,1900000.0
147168,38500000.0
1515,7500000.0
23541,1300000.0
37093,46000000.0
21355,4800000.0
58864,1500000.0
163950,14500000.0
52992,500000.0
141469,450000.0
36930,77000000.0
18405,55500000.0
150083,1300000.0
42494,3100000.0
37521,17500000.0
164398,3800000.0
137395,925000.0
39065,1100000.0
40158,3200000.0
93794,22500000.0
58498,4200000.0
57181,9000000.0
178872,50000.0
79097,3900000.0
79426,2800000.0
37056,25000000.0
15883,475000.0
58596,7500000.0
134353,1800000.0
149757,1300000.0
36944,65000000.0
153553,1100000.0
121217,500000.0
156158,550000.0
136237,1000000.0
133244,1600000.0
55159,250000.0
67889,575000.0
1450,10500000.0
18441,84500000.0
146999,60000.0
77274,6500000.0
91170,250000.0
164197,5000000.0
112240,8500000.0
100413,925000.0
172609,325000.0
131065,3000000.0
131326,4800000.0
56286,34500000.0
112021,17500000.0
150024,2500000.0
56645,24000000.0
98,49500000.0
56270,52000000.0
97737,2200000.0
166450,1500000.0
79895,2600000.0
169976,700000.0
95620,6000000.0
622,14500000.0
147143,50500000.0
57699,9000000.0
114239,5000000.0
46,81000000.0
176246,100000.0
112903,8000000.0
157939,300000.0
38564,6500000.0
58625,7000000.0
114881,7000000.0
76996,6000000.0
99897,1200000.0
58279,5000000.0
2664,2600000.0
144120,240000.0
165552,2300000.0
20770,4400000.0
174765,170000.0
133217,1300000.0
113984,4100000.0
56850,17500000.0
93880,16500000.0
166743,1300000.0
166894,1500000.0
158568,375000.0
94040,12000000.0
13106,800000.0
94674,7000000.0
149671,3000000.0
116125,1800000.0
36914,114000000.0
111709,32000000.0
37561,28500000.0
118435,1300000.0
100048,1800000.0
112212,10000000.0
44919,1200000.0
76385,8500000.0
37932,9000000.0
156369,675000.0
66868,1400000.0
95568,7000000.0
132037,3600000.0
36928,79500000.0
115640,3600000.0
41693,2500000.0
21069,2900000.0
146800,80000.0
151511,1000000.0
178605,70000.0
168035,1100000.0
3124,2500000.0
56417,31500000.0
173198,190000.0
54355,375000.0
758,11000000.0
135218,1400000.0
96824,3500000.0
130301,11000000.0
20338,5500000.0
2323,7000000.0
129708,17500000.0
140547,600000.0
113558,5500000.0
104445,750000.0
19077,18500000.0
134986,950000.0
76334,9500000.0
24653,2300000.0
75950,9000000.0
1813,9500000.0
114750,4200000.0
18591,29000000.0
55042,300000.0
94288,12500000.0
1800,9000000.0
58214,6500000.0
117230,1700000.0
58513,3500000.0
94572,10500000.0
95492,6500000.0
52662,375000.0
172315,300000.0
89113,575000.0
19051,18500000.0
94113,14000000.0
173846,170000.0
36906,107500000.0
144619,180000.0
147862,7000000.0
164744,2900000.0
93918,16500000.0
56748,14500000.0
123785,475000.0
103749,575000.0
121435,1200000.0
119522,900000.0
11981,1100000.0
165449,2400000.0
3371,2500000.0
147322,17500000.0
179067,40000.0
91092,275000.0
164010,10500000.0
1010,8500000.0
153559,1100000.0
6200,3100000.0
56323,36500000.0
59726,2400000.0
1285,7000000.0
164563,4500000.0
130228,7000000.0
26610,1000000.0
153218,675000.0
138211,900000.0
41748,2000000.0
97412,4500000.0
152325,675000.0
18861,35500000.0
14613,600000.0
37895,12000000.0
57656,12500000.0
78219,4000000.0
174073,140000.0
52268,600000.0
18460,52000000.0
140696,425000.0
1846,8000000.0
164017,7500000.0
171182,450000.0
130175,8500000.0
4089,1700000.0
147169,35000000.0
503,23000000.0
76920,4300000.0
110624,130000.0
56940,14000000.0
41613,3000000.0
401,28000000.0
57386,9000000.0
79067,5000000.0
163866,44000000.0
53430,525000.0
101267,1100000.0
177909,80000.0
75477,16500000.0
2,103000000.0
142104,450000.0
111920,17500000.0
139823,300000.0
20739,6000000.0
161939,200000.0
72883,375000.0
127194,240000.0
148258,4600000.0
16674,375000.0
175821,130000.0
147477,12500000.0
76044,11500000.0
60126,2200000.0
39037,4400000.0
152301,825000.0
157429,550000.0
1037,9500000.0
19236,14000000.0
159829,300000.0
92843,130000.0
149977,2200000.0
56276,52500000.0
166815,1800000.0
130149,11500000.0
142688,450000.0
38967,5500000.0
798,12000000.0
115639,3600000.0
93790,18000000.0
148249,6500000.0
173259,300000.0
130231,10500000.0
56153,92500000.0
1480,8000000.0
96221,5500000.0
107287,550000.0
151403,1200000.0
95355,6000000.0
126689,325000.0
2965,3400000.0
16282,450000.0
177874,70000.0
179339,35000.0
169126,300000.0
159745,400000.0
174400,250000.0
152910,875000.0
12873,1000000.0
43355,2600000.0
50263,975000.0
129831,21000000.0
98518,2200000.0
84974,1100000.0
57504,6500000.0
80086,2000000.0
12983,875000.0
76130,10500000.0
112888,10000000.0
96997,3500000.0
132357,3400000.0
18740,32000000.0
140104,900000.0
172200,275000.0
112573,9500000.0
141984,550000.0
94080,16000000.0
134468,1500000.0
23664,3000000.0
16661,400000.0
12871,1100000.0
86323,725000.0
94347,6500000.0
134003,1500000.0
155515,725000.0
126643,325000.0
39326,6500000.0
93976,4200000.0
174004,230000.0
179720,30000.0
45556,2200000.0
19317,7000000.0
19322,10000000.0
155329,950000.0
48192,1300000.0
54539,325000.0
80283,925000.0
93941,15500000.0
20723,6500000.0
98461,1900000.0
147219,31000000.0
131959,1200000.0
130716,6500000.0
140395,500000.0
169337,575000.0
107909,450000.0
100561,850000.0
164859,3700000.0
103940,625000.0
21763,2300000.0
154772,800000.0
90507,300000.0
167501,1000000.0
95263,8500000.0
132393,2700000.0
158282,425000.0
77422,3500000.0
78486,3700000.0
123811,450000.0
134504,1400000.0
79790,3800000.0
152687,1000000.0
25761,2000000.0
156707,600000.0
75457,17500000.0
20193,5500000.0
84970,1100000.0
149010,3400000.0
141092,675000.0
12156,1000000.0
168638,800000.0
118018,1000000.0
38024,17000000.0
93741,27500000.0
93965,13500000.0
152517,1400000.0
115080,3200000.0
61623,2900000.0
76536,6500000.0
99615,1200000.0
144517,230000.0
172699,300000.0
20392,4800000.0
100,55500000.0
162304,170000.0
61644,2800000.0
59672,2300000.0
122865,525000.0
129796,14500000.0
19125,9000000.0
94943,5000000.0
117604,1200000.0
1550,6000000.0
18722,43000000.0
168756,700000.0
58507,4200000.0
147293,14000000.0
152265,975000.0
162521,80000.0
73,37500000.0
75019,90000000.0
20169,3900000.0
20536,4100000.0
23484,1100000.0
167113,1300000.0
150839,1200000.0
36904,101000000.0
114038,5500000.0
163983,12500000.0
169604,825000.0
1501,8000000.0
124287,375000.0
56468,27500000.0
35579,325000.0
58873,1500000.0
15788,500000.0
37874,11000000.0
97067,1600000.0
124379,375000.0
35586,300000.0
147466,7500000.0
115329,1700000.0
93609,42500000.0
61775,2000000.0
130270,12000000.0
22650,1800000.0
116730,2200000.0
113628,8500000.0
147564,11000000.0
164007,13000000.0
56396,56500000.0
129823,17500000.0
150515,2200000.0
41271,1800000.0
163887,21000000.0
166936,1500000.0
129775,12500000.0
54829,325000.0
1623,4800000.0
38753,3900000.0
56152,105500000.0
16469,375000.0
84205,850000.0
59181,5000000.0
56731,11000000.0
99526,1000000.0
164255,8000000.0
94866,10000000.0
93542,62500000.0
72822,400000.0
113340,8000000.0
125970,450000.0
167187,1600000.0
167316,1100000.0
14748,600000.0
145765,170000.0
152057,1200000.0
117342,2300000.0
60616,3900000.0
94840,10000000.0
111739,24000000.0
155435,675000.0
129557,62000000.0
41787,1800000.0
65656,1700000.0
155632,700000.0
41558,3300000.0
56795,11000000.0
80529,1500000.0
58875,925000.0
111824,21000000.0
36970,51500000.0
161029,200000.0
164260,8000000.0
165409,2100000.0
97824,900000.0
143382,375000.0
138347,850000.0
147716,12000000.0
39139,3500000.0
171190,450000.0
164896,375000.0
56888,14000000.0
59136,3100000.0
1855,8000000.0
147363,10500000.0
165712,2200000.0
77677,7000000.0
127791,140000.0
151467,1200000.0
123806,450000.0
101081,1300000.0
19340,10500000.0
76732,8500000.0
41629,3300000.0
87282,775000.0
120,22000000.0
113677,8000000.0
20491,3100000.0
133229,2000000.0
129596,36000000.0
98888,1500000.0
129894,12000000.0
104550,575000.0
21502,2400000.0
21631,1900000.0
168718,550000.0
37757,22000000.0
38917,6500000.0
104716,525000.0
131475,4100000.0
151316,1600000.0
111658,37500000.0
37311,23000000.0
170487,425000.0
172831,375000.0
21683,2000000.0
70967,575000.0
123026,600000.0
39998,5000000.0
36980,94500000.0
94411,10500000.0
37484,15000000.0
52846,575000.0
115189,3600000.0
158866,210000.0
78579,3900000.0
56213,46500000.0
20254,9000000.0
119049,750000.0
102168,1200000.0
111619,52500000.0
10,105500000.0
156332,875000.0
56624,38500000.0
19777,12500000.0
73983,250000.0
60511,1600000.0
52054,775000.0
39173,3500000.0
135678,1000000.0
51934,100000.0
125677,325000.0
171435,350000.0
132106,3400000.0
73959,250000.0
18919,16000000.0
211,44500000.0
44821,1500000.0
95992,6000000.0
139092,1100000.0
159080,400000.0
63706,1500000.0
75233,22000000.0
20740,5500000.0
155610,625000.0
19547,10000000.0
111863,23000000.0
87876,400000.0
37518,12500000.0
93783,20000000.0
20157,4700000.0
130186,9500000.0
133012,2100000.0
132847,3000000.0
118797,1100000.0
